name,Age,Citizenship,Contract expiration,DOB,Height (m),ID,Joined,Last club,Market value history,Nationality,Other positions,Position,Since,Team,Transfer history,Value,Value last updated,assists,games,goals,id,key_passes,npg,npxG,position,red_cards,shots,source,team,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
Woo-Yeong Jeong,,,,,,,,,,,,,,,,,,1,26,1,7267,6,1,2.3447846341878176,F M S,0,13,understat,https://understat.com/team/Freiburg/2022,Freiburg,622,1.0569153632968664,2.3447846341878176,1.5174751058220863,3.8197363168001175,2
Kevin Schade,,,,,,,,,,,,,,,,,,0,8,1,9156,0,1,0.18783430196344852,M S,0,4,understat,https://understat.com/team/Freiburg/2022,Freiburg,166,0,0.18783430196344852,0.333389014005661,0.4267046134918928,0
Jonathan Schmid,,,,,,,,,,,,,,,,,,0,3,0,81,1,0,0.14447499811649323,S,0,1,understat,https://understat.com/team/Freiburg/2022,Freiburg,38,0.08484269678592682,0.14447499811649323,0.14898499846458435,0.29346001148223877,0
Nicolas Höfler,,,,,,,,,,,,,,,,,,1,32,0,4250,5,0,1.586585677228868,M,1,21,understat,https://understat.com/team/Freiburg/2022,Freiburg,2828,1.1058760862797499,1.586585677228868,7.000836486928165,8.141749340109527,9
Mark Flekken,,,,,,,,,,,,,,,,,,0,34,0,7047,4,0,0,GK,0,0,understat,https://understat.com/team/Freiburg/2022,Freiburg,3060,0.5663741230964661,0,3.9041163437068462,4.181364476680756,0
Keven Schlotterbeck,,,,,,,,,,,,,,,,,,0,13,2,7401,4,2,1.3780421577394009,D S,0,8,understat,https://understat.com/team/Bochum/2022,Bochum,724,0.4997709393501282,1.3780421577394009,0.2017890140414238,0.9017440155148506,3
Yannik Keitel,,,,,,,,,,,,,,,,,,2,22,0,8206,4,0,0.09819328226149082,M S,0,4,understat,https://understat.com/team/Freiburg/2022,Freiburg,681,0.16480697505176067,0.09819328226149082,1.6146709080785513,1.7110280748456717,4
Kiliann Sildillia,,,,,,,,,,,,,,,,,,2,27,0,9270,10,0,0.7158408928662539,D M S,1,10,understat,https://understat.com/team/Freiburg/2022,Freiburg,1978,1.3326725186780095,0.7158408928662539,3.6133141480386257,5.065217800438404,2
Noah Weißhaupt,,,,,,,,,,,,,,,,,,1,18,0,9732,8,0,0.3457532227039337,D M S,0,2,understat,https://understat.com/team/Freiburg/2022,Freiburg,398,1.193778244778514,0.3457532227039337,0.5518267825245857,1.7486506178975105,0
Hugo Siquet,,,,,,,,,,,,,,,,,,0,2,0,10286,0,0,0,S,0,0,understat,https://understat.com/team/Freiburg/2022,Freiburg,13,0,0,0,0,0
Robert Wagner,,,,,,,,,,,,,,,,,,0,4,0,10474,0,0,0.5085555911064148,S,0,2,understat,https://understat.com/team/Freiburg/2022,Freiburg,28,0,0.5085555911064148,0.16146337985992432,0.6299700811505318,1
Kenneth Schmidt,,,,,,,,,,,,,,,,,,0,5,0,10498,0,0,0,D S,0,0,understat,https://understat.com/team/Freiburg/2022,Freiburg,251,0,0,0.303751427680254,0.303751427680254,1
Merlin Röhl,,,,,,,,,,,,,,,,,,1,3,0,11331,3,0,0,S,0,0,understat,https://understat.com/team/Freiburg/2022,Freiburg,52,0.9473840594291687,0,0.46850669384002686,0.7184529304504395,0
Kimberly Ezekwem,,,,,,,,,,,,,,,,,,0,1,0,11483,0,0,0,S,0,0,understat,https://understat.com/team/Freiburg/2022,Freiburg,6,0,0,0,0,0
Willi Orban,,,,,,,,,,,,,,,,,,0,33,4,5257,6,4,3.092478398233652,D,0,27,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,2955,0.37038328498601913,3.092478398233652,11.323103966191411,11.605796067044139,2
Hugo Novoa Ramos,,,,,,,,,,,,,,,,,,0,7,1,9293,2,1,0.6052260100841522,M S,0,3,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,181,0.06866550073027611,0.6052260100841522,0.5537764094769955,1.1590013913810253,0
Sheraldo Becker,,,,,,,,,,,,,,,,,,7,34,11,7882,43,11,5.706978755071759,F M S,0,67,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2638,5.149274218827486,5.706978755071759,2.6656901137903333,12.626208378002048,4
Kevin Behrens,,,,,,,,,,,,,,,,,,1,33,8,9712,21,8,5.351088147610426,F S,0,35,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1551,1.17486921697855,5.351088147610426,1.4740190654993057,6.587344314903021,6
Janik Haberer,,,,,,,,,,,,,,,,,,1,32,5,4271,23,5,2.4466502936556935,M S,0,32,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2275,2.097323566675186,2.4466502936556935,4.546195590868592,8.055939726531506,1
Danilho Doekhi,,,,,,,,,,,,,,,,,,1,25,5,10725,7,5,1.7546885032206774,D,0,17,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2223,0.41639458015561104,1.7546885032206774,3.9035871028900146,4.246129464358091,0
Jordan Siebatcheu,,,,,,,,,,,,,,,,,,4,31,4,3682,18,4,2.8583972733467817,F S,0,34,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1336,1.3029851038008928,4.373952075839043,1.4949761219322681,5.220875604078174,3
Sven Michel,,,,,,,,,,,,,,,,,,1,21,3,7799,7,2,0.7233122196048498,F S,0,16,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,444,0.45162682980298996,1.4810891952365637,0.2479215618222952,1.3788023237138987,2
Robin Knoche,,,,,,,,,,,,,,,,,,3,32,2,161,5,1,0.28564640413969755,D,0,9,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2877,1.144210159778595,1.8012003554031253,3.5526019763201475,3.927438823506236,4
Aissa Laidouni,,,,,,,,,,,,,,,,,,0,14,2,3699,4,2,0.6928167883306742,M S,0,5,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,891,0.48651791363954544,0.6928167883306742,1.1492191571742296,2.252670830115676,4
Rani Khedira,,,,,,,,,,,,,,,,,,0,33,2,5251,8,2,1.660578920505941,M,0,24,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2895,0.4030138533562422,1.660578920505941,5.897386433556676,7.075296450406313,8
Josip Juranovic,,,,,,,,,,,,,,,,,,1,12,2,11333,22,1,0.3936433270573616,D S,0,7,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,921,1.0844305008649826,1.1514203026890755,1.1032112762331963,1.7150551229715347,0
Milos Pantovic,,,,,,,,,,,,,,,,,,0,13,1,378,0,1,0.6457468122243881,S,0,6,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,170,0,1.4034431278705597,0.14551040157675743,0.5745193101465702,1
Paul Seguin,,,,,,,,,,,,,,,,,,3,20,1,2625,10,1,1.0294694919139147,M S,0,15,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,651,2.073301386088133,1.0294694919139147,2.1641738079488277,4.384452261030674,4
Paul Jäckel,,,,,,,,,,,,,,,,,,0,16,1,6595,1,1,0.15980300307273865,D S,1,2,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1204,0.02945166453719139,0.15980300307273865,1.4205832108855247,1.4205832108855247,2
Morten Thorsby,,,,,,,,,,,,,,,,,,1,24,1,7939,7,1,0.994760949164629,M S,0,9,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,803,0.2810052027925849,0.994760949164629,1.1957275941967964,2.2772523518651724,3
Jamie Leweling,,,,,,,,,,,,,,,,,,1,16,1,9718,2,1,1.204305499792099,S,0,9,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,215,0.5070108249783516,1.204305499792099,0.48438900895416737,1.7667225282639265,1
Timo Baumgartl,,,,,,,,,,,,,,,,,,1,8,0,71,3,0,0.15345120057463646,D S,0,4,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,556,0.10878878086805344,0.15345120057463646,1.3962008450180292,1.5625516418367624,2
Levin Öztunali,,,,,,,,,,,,,,,,,,1,2,0,118,1,0,0,S,0,0,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,3,0.49236801266670227,0,0,0.49236801266670227,0
Frederik Rönnow,,,,,,,,,,,,,,,,,,0,29,0,7048,1,0,0,GK,0,0,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2610,0.021153299137949944,0,2.764444651082158,2.785597950220108,2
Niko Gießelmann,,,,,,,,,,,,,,,,,,2,26,0,7056,22,0,0.776525666937232,D S,0,20,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1295,1.7110193148255348,0.776525666937232,1.8975248076021671,3.072348453104496,4
Andras Schafer,,,,,,,,,,,,,,,,,,0,16,0,7410,3,0,0.24989927280694246,M S,0,7,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,867,0.18585219606757164,0.24989927280694246,1.2176516447216272,1.6131413141265512,0
Christopher Trimmel,,,,,,,,,,,,,,,,,,6,25,0,7875,35,0,0.562819616869092,D S,0,14,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,1811,2.6986877834424376,0.562819616869092,2.32154162786901,3.7974764704704285,1
Lennart Grill,,,,,,,,,,,,,,,,,,0,5,0,9129,0,0,0,GK,0,0,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,450,0,0,0.11335449852049351,0.11335449852049351,0
Tymoteusz Puchacz,,,,,,,,,,,,,,,,,,0,1,0,9713,1,0,0,D,0,0,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,60,0.008854810148477554,0,0,0,0
Diogo Leite,,,,,,,,,,,,,,,,,,1,28,0,10724,4,0,0.5433130227029324,D S,1,11,understat,https://understat.com/team/Union_Berlin/2022,Union Berlin,2255,0.40650339610874653,0.5433130227029324,4.594100397080183,4.752847585827112,6
Philipp Hofmann,,,,,,,,,,,,,,,,,,2,34,8,10736,25,8,8.852028047665954,F S,0,52,understat,https://understat.com/team/Bochum/2022,Bochum,2663,2.597704393789172,8.852028047665954,2.271575433202088,10.911799021065235,5
Kevin Stöger,,,,,,,,,,,,,,,,,,3,32,5,7058,66,2,1.7267590463161469,M S,0,47,understat,https://understat.com/team/Bochum/2022,Bochum,2628,5.305860780179501,4.000088684260845,6.861154751852155,10.61543259397149,3
Erhan Masovic,,,,,,,,,,,,,,,,,,0,29,4,9709,9,4,2.7671921802684665,D M S,0,16,understat,https://understat.com/team/Bochum/2022,Bochum,2165,0.7689862418919802,2.7671921802684665,2.5324914064258337,3.4918717006221414,3
Simon Zoller,,,,,,,,,,,,,,,,,,2,27,3,139,11,3,4.253587335348129,F M S,0,31,understat,https://understat.com/team/Bochum/2022,Bochum,1481,0.8861771766096354,4.253587335348129,0.9288454409688711,5.685781069099903,5
Takuma Asano,,,,,,,,,,,,,,,,,,2,25,3,6087,22,3,6.078744154423475,F M S,0,51,understat,https://understat.com/team/Bochum/2022,Bochum,1742,2.3218653481453657,6.078744154423475,1.970587301068008,8.61979965120554,1
Christopher Antwi-Adjei,,,,,,,,,,,,,,,,,,6,29,3,7798,33,3,2.1013984084129333,F M S,0,29,understat,https://understat.com/team/Bochum/2022,Bochum,2000,4.173747691325843,2.1013984084129333,4.400247389450669,9.383619488216937,2
Philipp Förster,,,,,,,,,,,,,,,,,,7,25,3,9076,27,3,1.3651106618344784,M S,0,17,understat,https://understat.com/team/Bochum/2022,Bochum,1306,4.021769605576992,1.3651106618344784,3.7540037501603365,5.595948418602347,4
Anthony Losilla,,,,,,,,,,,,,,,,,,2,31,2,9705,14,2,2.4770336523652077,M,1,27,understat,https://understat.com/team/Bochum/2022,Bochum,2734,2.012193087488413,2.4770336523652077,3.194928647018969,5.3180101076141,6
Moritz Broschinski,,,,,,,,,,,,,,,,,,0,11,2,11336,1,2,1.2682920284569263,S,0,6,understat,https://understat.com/team/Bochum/2022,Bochum,184,0.012319772504270077,1.2682920284569263,0.17749127745628357,0.7764762826263905,1
Gerrit Holtmann,,,,,,,,,,,,,,,,,,1,23,1,5270,10,1,1.9286248944699764,F M S,0,30,understat,https://understat.com/team/Bochum/2022,Bochum,923,0.9806143054738641,1.9286248944699764,0.5224944744259119,2.917423890903592,0
Pierre Kunde,,,,,,,,,,,,,,,,,,0,12,1,7073,4,1,0.3449650974944234,M S,0,4,understat,https://understat.com/team/Bochum/2022,Bochum,365,0.2024424746632576,0.3449650974944234,0.19843677803874016,0.7458442570641637,0
Dominique Heintz,,,,,,,,,,,,,,,,,,0,11,0,129,3,0,0.2686733826994896,D S,0,4,understat,https://understat.com/team/Bochum/2022,Bochum,803,0.1345563344657421,0.2686733826994896,1.032269571442157,1.2932956703007221,1
Danilo Soares,,,,,,,,,,,,,,,,,,0,23,0,247,12,0,0.03176289610564709,D M,0,2,understat,https://understat.com/team/Bochum/2022,Bochum,1792,1.299712123349309,0.03176289610564709,3.5892174392938614,4.382229285314679,6
Konstantinos Stafylidis,,,,,,,,,,,,,,,,,,2,19,0,368,7,0,0.23837630916386843,D M S,0,13,understat,https://understat.com/team/Bochum/2022,Bochum,1039,0.992935081012547,0.23837630916386843,0.6883647106587887,1.2401448972523212,4
Cristian Gamboa,,,,,,,,,,,,,,,,,,0,19,0,855,9,0,0.09727543126791716,D M S,0,8,understat,https://understat.com/team/Bochum/2022,Bochum,1496,0.4879088029265404,0.09727543126791716,2.254247364588082,2.4310883581638336,2
Jannes Horn,,,,,,,,,,,,,,,,,,0,2,0,2627,0,0,0,D S,0,0,understat,https://understat.com/team/Bochum/2022,Bochum,58,0,0,0,0,1
Saidy Janko,,,,,,,,,,,,,,,,,,0,20,0,5994,2,0,0.03516799956560135,D M S,0,1,understat,https://understat.com/team/Bochum/2022,Bochum,1125,0.11534169875085354,0.03516799956560135,1.9917225018143654,2.0198651012033224,1
Jordi Osei-Tutu,,,,,,,,,,,,,,,,,,0,20,0,6723,5,0,0.7449084091931581,D F M S,0,12,understat,https://understat.com/team/Bochum/2022,Bochum,738,0.1610347032546997,0.7449084091931581,0.8293641693890095,1.6405659839510918,3
Ivan Ordets,,,,,,,,,,,,,,,,,,0,30,0,7632,7,0,1.6155919637531042,D S,0,18,understat,https://understat.com/team/Bochum/2022,Bochum,2456,0.9841010523959994,1.6155919637531042,1.732987073250115,2.3139213398098946,4
Manuel Riemann,,,,,,,,,,,,,,,,,,0,34,0,9702,2,0,0.01967640034854412,GK,0,1,understat,https://understat.com/team/Bochum/2022,Bochum,3060,0.11334839835762978,0.01967640034854412,5.906032023951411,6.019377781078219,3
Vasilios Lampropoulos,,,,,,,,,,,,,,,,,,0,15,0,9704,1,0,0.2495747972279787,D S,0,6,understat,https://understat.com/team/Bochum/2022,Bochum,618,0.08717530220746994,0.2495747972279787,0.7008088119328022,0.7879841141402721,2
Silvère Ganvoula,,,,,,,,,,,,,,,,,,0,16,0,9707,5,0,0.3378532282076776,S,0,8,understat,https://understat.com/team/Bochum/2022,Bochum,204,0.32496269792318344,0.3378532282076776,0.40724981389939785,1.0496272924356163,1
Patrick Osterhage,,,,,,,,,,,,,,,,,,0,23,0,9711,5,0,0.24434618093073368,M S,0,6,understat,https://understat.com/team/Bochum/2022,Bochum,1009,0.2897718846797943,0.24434618093073368,0.8393440395593643,1.296768233180046,3
Tim Oermann,,,,,,,,,,,,,,,,,,0,4,0,10862,0,0,0,D S,0,0,understat,https://understat.com/team/Bochum/2022,Bochum,191,0,0,0,0,0
Jacek Góralski,,,,,,,,,,,,,,,,,,0,4,0,11019,2,0,0,M S,0,0,understat,https://understat.com/team/Bochum/2022,Bochum,143,0.046372201293706894,0,0.1850070059299469,0.23137900233268738,0
